objid,ra,dec,u,g,r,i,z,class
1237650371559948319,189.7057939,-1.831852441,18.73511,17.84587,17.65828,17.58836,17.6167,STAR
1237650371560013842,189.9018281,-1.800421477,17.52101,16.56192,16.26388,16.15785,16.12963,STAR
1237650371560013870,189.9757706,-1.809758899,17.4116,15.97272,15.43622,15.23373,15.13956,STAR
1237650371560013940,189.9505117,-1.77110167,17.9179,16.98747,16.65194,16.48656,16.38172,GALAXY
1237650371560079387,190.0085921,-1.833931957,17.60942,16.48481,16.12939,16.01419,15.95861,STAR
1237650371560079390,190.0153694,-1.701909311,17.31463,16.29836,15.85359,15.70533,15.62414,STAR
1237650371560079448,190.1030686,-1.846368659,19.14802,17.85758,17.31876,17.12621,17.01759,STAR
1237650371560079563,190.0525585,-1.855458787,19.39678,18.05311,17.35693,16.97669,16.72882,GALAXY
1237650371560145023,190.1453923,-1.749925683,19.54911,19.35016,19.34579,19.43496,19.61456,QSO
1237650371560210533,190.406144,-1.718926259,16.95847,15.32119,14.72374,14.51276,14.4034,STAR
1237650371560275978,190.4339121,-1.808006984,16.4236,14.95384,14.40461,14.21981,14.15317,STAR
1237650371560275980,190.4505601,-1.831012332,18.45166,16.52469,15.76142,15.49857,15.36193,STAR
1237650371560275989,190.4709255,-1.652487587,17.85742,16.83768,16.60532,16.55016,16.55835,STAR
1237650371560275993,190.476595,-1.708044688,18.92591,17.58531,17.06169,16.87295,16.77787,STAR
1237650371560275996,190.4834609,-1.827228718,16.34259,14.97781,14.43506,14.23351,14.15047,STAR
1237650371560276012,190.5122473,-1.786499804,19.00388,18.06251,17.79251,17.67571,17.63787,STAR
1237650371560276030,190.5339257,-1.810362267,18.00891,16.46018,15.82819,15.53932,15.37582,STAR
1237650371560276038,190.5587991,-1.648443174,18.08301,16.95363,16.50928,16.36243,16.30238,STAR
1237650371560276108,190.4738453,-1.659103666,19.26671,17.69985,16.98113,16.60112,16.30253,GALAXY
1237650371560276179,190.5604855,-1.852311448,19.5966,18.47391,17.67922,17.26332,16.99201,GALAXY
1237650371560276184,190.5736184,-1.848114418,19.41823,18.3322,17.86707,17.64256,17.49053,STAR
1237648702966333656,183.1553862,-1.223703765,18.9397,18.03588,17.71214,17.58936,17.5762,STAR
1237648702966399012,183.2391588,-1.062697246,17.40384,16.44162,16.23563,16.186,16.21599,STAR
1237648702966399072,183.2498003,-1.116653049,19.15237,17.99284,17.60832,17.47534,17.43415,STAR
1237648702966399088,183.2930157,-1.19554066,19.4189,19.26654,18.84102,18.86815,18.98317,QSO
1237648702966530181,183.5695192,-1.105243624,19.12726,17.9419,17.4106,17.19551,17.08873,STAR
1237648702966530213,183.4739964,-1.23142863,17.64879,16.49474,15.87173,15.4981,15.2808,GALAXY
1237648702966530252,183.5262049,-1.163990755,19.07644,17.19797,16.30089,15.8828,15.56139,GALAXY
1237648702966530271,183.5668161,-1.135877741,19.34089,17.41159,16.39621,15.92878,15.54577,GALAXY
1237648702966530336,183.6126506,-1.124097754,19.26156,18.13403,17.31124,16.86835,16.58677,GALAXY
1237648702966595650,183.7028387,-1.077135779,17.85999,16.54563,16.05583,15.8433,15.74548,STAR
1237648702966595652,183.7044912,-1.178359057,19.00703,17.37258,16.68719,16.40405,16.24372,STAR
1237648702966595654,183.7079101,-1.212500542,18.71876,18.2819,18.26961,18.2414,18.19143,QSO
1237648702966595665,183.7301546,-1.120149586,18.39118,17.12011,17.20391,17.26423,17.32476,STAR
1237648702966595724,183.7238131,-1.064790446,19.46423,18.04963,17.51959,17.27666,17.179,STAR
1237648702966595749,183.7588146,-1.142295897,19.50271,18.76049,18.65779,18.51935,18.24256,QSO
1237648702966661167,183.8260336,-1.109845895,18.35799,16.40675,15.52149,15.10122,14.76636,GALAXY
1237648702966661285,183.8593745,-1.195077527,19.57924,18.51185,18.18766,17.99696,17.93033,STAR
1237648702966661296,183.9018984,-1.173980925,19.34145,17.35735,16.3837,15.94484,15.58079,GALAXY
1237648702966726680,183.9431011,-1.2276926,18.87007,17.03356,16.25884,15.90507,15.71206,STAR
1237648702966726694,183.9642383,-1.206955336,17.77141,16.57381,16.08228,15.87215,15.79038,STAR
1237648702966726705,183.9820896,-1.246031107,19.06868,17.96508,17.49677,17.30542,17.27109,STAR
1237648702966726812,183.9693989,-1.203989362,18.67024,17.3274,16.66518,16.27936,16.0012,GALAXY
1237648702966792209,184.1065887,-1.082451676,17.47356,16.51067,16.19124,16.04983,16.00548,STAR
1237648702966792250,184.1879519,-1.05461744,18.95729,17.75833,17.39408,17.22012,17.1327,STAR
1237648702966792310,184.1529643,-1.082339667,18.48495,17.38919,17.0689,16.88264,16.72604,GALAXY
1237648702966792419,184.0773164,-1.069231758,18.79201,17.71587,17.31064,17.09239,16.98464,GALAXY
1237648702966857828,184.2996669,-1.069698165,19.33407,18.19381,17.72419,17.549,17.46851,STAR
1237648702966923291,184.4761875,-1.179540456,18.16135,16.92731,17.02256,17.10938,17.11699,STAR
1237648702966923322,184.3707509,-1.066392518,19.24695,18.14896,17.49914,17.11604,16.88354,GALAXY
1237648702966923328,184.3833561,-1.082959746,19.39275,17.921,17.06458,16.63083,16.33663,GALAXY
1237648702966923367,184.4405713,-1.199248473,18.06068,17.04281,16.69544,16.39104,16.25756,GALAXY
1237648702966923474,184.3880302,-1.193133102,19.24533,18.13623,17.77322,17.5135,17.37947,GALAXY
1237648702966988820,184.5356433,-1.064112908,16.20415,14.48584,13.77155,13.41108,13.17842,GALAXY
1237648702966988950,184.6059357,-1.216355771,17.61754,16.43764,16.53951,16.6374,16.75182,STAR
1237648702967054406,184.7061704,-1.236947134,17.78422,16.50031,15.87221,15.49801,15.28736,GALAXY
1237648702967054436,184.7512582,-1.114898426,19.42303,17.9242,17.15133,16.72932,16.40958,GALAXY
1237648702967119973,184.8641639,-1.236754384,19.21148,18.30171,18.01249,17.8973,17.8553,STAR
1237648702967119996,184.9442586,-1.19994139,18.24933,17.00582,16.33551,15.91403,15.63367,GALAXY
1237648702967185438,185.0308311,-1.080648157,16.96588,16.02831,15.7549,15.64717,15.60259,STAR
1237648702967185465,185.0694218,-1.051128906,17.262,16.14839,15.70567,15.5601,15.49644,STAR
1237648702967185504,185.012159,-1.111441109,19.53371,18.75589,18.2605,17.93995,17.8565,GALAXY
1237648702967185571,185.0987977,-1.135486396,19.35455,17.83797,17.03366,16.61604,16.34077,GALAXY
1237648702967250946,185.1155257,-1.157698852,18.93968,18.06637,17.73665,17.63644,17.58556,STAR
1237648702967251083,185.1901025,-1.103407148,19.58956,17.802,17.0892,16.86734,16.72746,STAR
1237648702967251093,185.2106114,-1.103295194,19.33946,17.54367,16.46906,16.02215,15.67555,GALAXY
1237648702967316510,185.3119258,-1.169901677,17.42006,16.41083,16.05819,15.93827,15.88165,STAR
1237648702967316514,185.3153584,-1.228708193,17.86673,16.70224,16.28561,16.13842,16.07762,STAR
1237648702967316528,185.3755664,-1.116272375,17.27085,16.35222,16.06819,15.98103,15.95781,STAR
1237648702967316573,185.3010802,-1.115060028,19.27254,18.06012,17.47485,17.14241,16.91897,GALAXY
1237648702967447565,185.5785861,-1.050556696,18.52118,17.25332,16.69353,16.49101,16.38326,STAR
1237648720694542355,181.4984968,-0.5693483438,18.57583,16.80447,16.13235,15.91759,15.82282,STAR
1237648720694542366,181.5086713,-0.6026271348,18.94894,17.46302,16.81488,16.53738,16.45026,STAR
1237648720694542370,181.5172121,-0.5109643739,18.00959,17.52957,17.5581,17.66149,17.85008,STAR
1237648720694542395,181.5750055,-0.5499456174,19.32589,18.3108,17.92871,17.77412,17.73455,STAR
1237648720694542400,181.6086416,-0.5664804494,18.2555,17.02831,16.57646,16.43406,16.37144,STAR
1237648720694542508,181.5783852,-0.5825788579,19.52936,18.18543,17.6543,17.44765,17.34832,STAR
1237648720694542510,181.583248,-0.4299764166,18.25872,16.48572,15.63778,15.2424,14.93007,GALAXY
1237648720694542537,181.6225969,-0.5577292888,19.0519,17.26076,16.39736,15.99386,15.67364,GALAXY
1237648720694607874,181.6438619,-0.5960812608,18.38147,17.49793,17.22841,17.13324,17.12646,STAR
1237648720694607878,181.6569369,-0.4503065367,16.68668,15.50807,15.75664,15.95025,16.0783,STAR
1237648720694607880,181.6652157,-0.6190874376,19.18833,17.40427,16.68262,16.44867,16.32079,STAR
1237648720694607901,181.7015202,-0.5518718781,17.45399,15.90948,15.35432,15.18301,15.12699,STAR
1237648720694607912,181.7189167,-0.6257481452,18.89951,17.61727,17.07048,16.89897,16.80652,STAR
1237648720694607916,181.7280358,-0.6032926925,18.8351,17.64332,17.16589,17.01535,16.98828,STAR
1237648720694607918,181.7325364,-0.5115999607,17.69742,16.72776,16.41327,16.31843,16.28565,STAR
1237648720694607922,181.7422605,-0.560223452,17.87401,18.03498,18.38532,18.66135,19.01063,STAR
1237648720694673520,181.8512034,-0.5826263272,18.00132,16.45599,15.85696,15.637,15.53866,STAR
1237648720694673535,181.8988829,-0.4463836397,17.54366,16.57809,16.27248,16.17951,16.1653,STAR
1237648720694673588,181.8160049,-0.5178852699,19.15226,17.39037,16.56635,16.16496,15.88268,GALAXY
1237648720694673610,181.8502278,-0.4349703907,18.44221,17.35754,16.89918,16.55837,16.37123,GALAXY
1237648720694673638,181.894584,-0.4926692283,19.5627,18.36758,17.76555,17.37235,17.12244,GALAXY
1237648720694738965,181.944399,-0.5719317694,16.93293,15.79858,15.41687,15.29336,15.27951,STAR
1237648720694738969,181.9482676,-0.5540209015,17.90547,16.04306,15.25825,14.93646,14.78554,STAR
1237648720694738984,181.9643068,-0.5297906452,18.53124,17.41477,16.94618,16.76693,16.69992,STAR
1237648720694739010,182.0091134,-0.43682512,19.51508,17.83057,16.91911,16.53607,16.22709,GALAXY
1237648720694739153,182.0659444,-0.5722599667,19.12785,17.68651,17.15496,16.97876,16.90569,STAR
1237648720694739160,182.0740011,-0.484049617,18.75447,17.60005,17.18966,17.05655,17.0014,STAR
1237648720694739202,181.9821498,-0.5443475794,18.67772,17.09608,16.31238,15.87683,15.56378,GALAXY
1237648720694739207,181.9819643,-0.614894756,18.84722,17.07073,16.13254,15.72394,15.38359,GALAXY
1237648720694739284,182.0660765,-0.4613898207,19.49395,18.16486,17.61419,17.42122,17.33121,STAR
1237648720694739289,182.0710823,-0.4620157764,17.96811,16.6361,15.98704,15.60701,15.35618,GALAXY
1237648720694804525,182.1022372,-0.5994511339,18.65284,17.69821,17.38454,17.27886,17.24351,STAR
1237648720694804528,182.1023178,-0.513527497,18.80346,17.9101,17.68542,17.61041,17.61354,STAR
1237648720694804575,182.1446586,-0.4710543922,19.2461,17.58935,16.99572,16.79673,16.71283,STAR
1237648720694804619,182.1730234,-0.5337002604,19.52385,18.37675,17.92439,17.74111,17.70022,STAR
1237648720694804620,182.18426,-0.5408416224,17.36555,15.44926,14.49996,14.03685,13.65171,GALAXY
1237648720694804657,182.1767223,-0.6244054481,16.23762,14.598,14.04501,13.87215,13.81087,STAR
1237648720694804678,182.2131974,-0.5289419858,17.90787,16.95012,16.60193,16.46865,16.45642,STAR
1237648720694804693,182.2195736,-0.5782445678,15.62606,14.62271,14.31733,14.20302,14.20698,STAR
1237648720694804713,182.0841781,-0.599622253,19.2947,18.19178,17.63266,17.28852,17.11996,GALAXY
1237648720694870024,182.236287,-0.5566506072,16.95301,15.86236,15.5065,15.37711,15.3692,STAR
1237648720694870026,182.2457,-0.4764323028,16.28435,15.23798,14.92583,14.81081,14.80171,STAR
1237648720694870028,182.2465978,-0.6185982496,16.66542,15.25439,14.76516,14.60487,14.56014,STAR
1237648720694870030,182.2762384,-0.4941499755,18.36691,16.94496,16.42115,16.20878,16.10994,STAR
1237648720694870039,182.284777,-0.5600819418,18.00497,15.59666,14.54403,14.16311,13.95593,STAR
1237648720694870076,182.3081416,-0.5507871302,18.07253,16.70955,16.2042,16.01505,15.95029,STAR
1237648720694870113,182.3274335,-0.545505788,18.37391,17.15766,16.66648,16.44422,16.34529,STAR
1237648720694870130,182.352323,-0.4607762104,19.03573,17.32583,16.70751,16.48936,16.37528,STAR
1237648720694870134,182.3714088,-0.5124022527,19.15768,17.42837,16.74238,16.42869,16.26835,STAR
1237648720694870167,182.2336934,-0.5597390187,19.59587,17.60853,16.80011,16.53049,16.39747,STAR
1237651204232052819,199.9129989,0.4193402298,18.83022,17.35428,16.61083,16.20681,15.92471,GALAXY
1237651204232052853,199.9430492,0.2477082505,18.8334,17.54433,16.88111,16.50874,16.28518,GALAXY
1237651204232052857,199.9475726,0.3035841243,19.11656,17.28613,16.38615,15.96569,15.62226,GALAXY
1237651204232118278,200.0379481,0.3935046268,18.70349,18.70161,18.6323,18.36914,18.36276,QSO
1237651204232118358,200.0986219,0.268667887,19.20443,19.10505,19.21146,19.35759,19.6109,STAR
1237651204232118398,200.0263728,0.2636470647,17.86513,16.79102,16.32606,16.05899,15.86553,GALAXY
1237651204232118447,200.1029445,0.2743954177,18.89493,17.70105,17.10381,16.72384,16.51027,GALAXY
1237651204232183825,200.1861713,0.3152819255,17.12011,17.08536,17.43113,17.70969,17.99785,STAR
1237651204232183951,200.1838215,0.3371577796,19.09781,18.02957,17.49159,17.14819,16.97778,GALAXY
1237651204232249428,200.4148616,0.3993222935,18.03974,17.83219,17.63025,17.36527,17.37339,QSO
1237651204232249465,200.3461663,0.3424202682,15.8206,14.09433,13.16303,12.69433,12.34099,GALAXY
1237651204232249556,200.4163308,0.4074535877,19.58923,18.63409,18.39868,18.31655,18.35546,STAR
1237651204232314904,200.5258579,0.2999466842,18.47666,18.13244,18.29493,18.13967,18.02686,QSO
1237651204232314996,200.5261199,0.353383918,19.34108,18.33889,18.29617,18.3331,18.3812,STAR
1237651211211047099,251.8288283,63.40780528,19.53634,18.0406,17.11405,16.69378,16.37235,GALAXY
1237651211211047171,251.9769737,63.32123406,18.79808,17.8584,17.27283,16.84231,16.66008,GALAXY
1237651211211571243,252.9448839,62.29271712,17.94687,16.71907,16.24556,16.04183,15.95753,STAR
1237651211211571386,253.3218698,62.37636586,18.33047,16.40489,15.47088,14.99812,14.62903,GALAXY
1237651211211571394,253.0677969,62.32429375,19.18861,17.36147,16.46055,16.03137,15.70279,GALAXY
1237651211211571422,253.141004,62.31691495,18.85171,17.68035,17.16156,16.79796,16.57459,GALAXY
1237651211211571506,252.9937703,62.29378504,19.45495,18.28811,17.64385,17.26655,17.02698,GALAXY
1237651211211636812,253.1763138,62.15359406,19.00335,17.14228,16.28391,15.8761,15.58101,GALAXY
1237651211211636978,253.3800493,62.22833687,19.3809,18.50934,18.20508,18.08453,18.01892,STAR
1237651211211637019,253.4103181,62.18889859,19.04626,17.94366,17.30438,16.85488,16.63328,GALAXY
1237651211211637026,253.4671327,62.19711778,17.83931,16.75133,16.18841,15.63929,15.51962,GALAXY
1237651211211768017,253.4354398,61.83922205,19.48351,18.02621,17.3251,16.91977,16.64444,GALAXY
1237651211211768028,253.4045575,61.82260186,18.9999,17.80042,17.19765,16.78833,16.56719,GALAXY
1237651211211768046,253.477508,61.80547603,18.93258,17.18875,16.31057,15.8631,15.54593,GALAXY
1237651211211833596,253.5548123,61.74052482,18.56721,16.47219,15.50016,15.01089,14.63942,GALAXY
1237651211211833615,253.8426908,61.79314969,19.37849,19.13441,19.08652,18.94501,19.06319,QSO
1237651211211833622,253.6075685,61.73725262,18.23632,17.39374,17.02435,16.83234,16.67037,GALAXY
1237651211211833637,253.5998101,61.7042787,18.94145,17.72655,17.12266,16.68356,16.48676,GALAXY
1237651211211898930,253.6740453,61.67187877,18.08931,18.0539,17.80788,17.72755,17.76427,QSO
1237651211212030301,253.9326531,61.35338995,19.22813,17.08864,16.25252,15.96584,15.79333,STAR
1237651211212161317,254.3903492,61.03538962,18.11674,16.81637,16.172,15.81264,15.55575,GALAXY
1237651211212161378,254.2336019,61.06760035,19.01998,17.9148,17.49968,17.21432,17.0548,GALAXY
1237651211212226751,254.3715412,60.96031635,18.58813,17.6481,17.25841,16.99721,16.85114,GALAXY
1237651211212292116,254.4054437,60.82758933,18.6046,18.62771,18.56507,18.61229,18.11084,QSO
1237651211212292193,254.6380524,60.78814409,18.68559,17.43645,17.09229,16.88629,16.91401,STAR
1237651211212292252,254.3715583,60.78040343,19.32051,18.18224,17.62724,17.24993,17.01122,GALAXY
1237651211212357668,254.4814353,60.66738713,19.08885,18.53917,18.53298,18.49054,18.28663,QSO
1237651211212423378,254.913127,60.53849515,19.25231,17.85989,17.15166,16.71785,16.45162,GALAXY
1237651211212423391,254.7181229,60.48224733,18.64969,17.6025,17.26878,17.00929,16.8716,GALAXY
1237651211212423403,254.6689507,60.4690323,18.85322,17.27731,16.52479,16.07829,15.80885,GALAXY
1237651211212488890,254.8154304,60.43206628,18.88781,17.65254,17.01539,16.655,16.40052,GALAXY
1237651211212488910,254.9877784,60.44181512,18.89627,17.64877,16.97312,16.60242,16.28221,GALAXY
1237651211212489021,254.9496308,60.43125179,18.68126,17.7128,17.32683,17.03631,16.91833,GALAXY
1237651211212620102,254.9986246,60.02855523,19.0676,17.92951,17.24492,16.84946,16.60078,GALAXY
1237651211212620110,255.135388,60.05362736,18.49438,17.42072,16.8628,16.51105,16.30705,GALAXY
1237651066811056195,157.9684503,62.62466895,19.35424,17.45681,16.37732,15.94333,15.55974,GALAXY
1237651066811056350,157.8606661,62.78014605,19.35216,17.62256,16.76411,16.30237,15.92886,GALAXY
1237651066811121863,158.2505229,62.79663126,19.32741,18.97622,18.90396,18.95454,19.01666,QSO
1237651066811187265,158.7005268,62.84732222,17.7232,16.81733,16.55552,16.45545,16.44554,STAR
1237651066811187274,158.4824895,62.74414817,19.44445,18.06115,17.60766,17.30713,17.163,GALAXY
1237651066811187341,158.6883601,62.83731022,19.28785,18.12251,17.46962,17.05811,16.79406,GALAXY
1237651066811187359,158.361233,62.8724055,19.57838,18.37703,17.59299,17.20757,16.90101,GALAXY
1237651066811252888,158.6899895,62.97210015,19.5039,18.35062,17.63448,17.23135,16.89693,GALAXY
1237651066811252922,158.9779687,62.86578347,18.82884,17.34522,16.75662,16.41493,16.2213,GALAXY
1237651066811318406,159.0728153,62.88327909,18.43947,16.67171,15.86102,15.4671,15.16031,GALAXY
1237651066811318421,159.1483073,62.91990672,18.49959,17.36819,16.99125,16.75884,16.67214,GALAXY
1237651066811318479,159.2849017,62.99827185,18.31139,17.06909,16.5393,16.21875,16.03977,GALAXY
1237651066811383881,159.4443927,63.07809718,18.35551,17.8674,17.73545,17.72905,17.78943,STAR
1237651066811383939,159.5222316,62.91962084,19.3894,18.24226,17.71601,17.40267,17.22086,GALAXY
1237651066811449386,159.7504124,63.18046375,18.5696,17.57515,17.20254,17.07713,17.04289,STAR
1237651066811449418,159.8903296,63.11297908,18.04533,16.92396,16.52433,16.41937,16.36787,STAR
1237651066811580521,160.4884672,63.11713135,14.84626,14.97511,15.37005,15.68865,16.00961,STAR
1237651066811580583,160.2956303,63.17949677,19.33093,18.51334,18.15589,17.7436,17.6954,GALAXY
1237651066811580616,160.4132354,63.21090081,18.60366,17.53612,17.06913,16.76408,16.64345,GALAXY
1237651066811646046,160.7497733,63.1602912,19.12168,19.48058,19.88002,20.01637,20.56191,GALAXY
1237651066811711612,160.9216023,63.19990751,19.26728,17.71661,16.97824,16.56144,16.25102,GALAXY
1237651066811711628,160.981036,63.22433129,19.17951,17.51196,16.64131,16.25604,15.92252,GALAXY
1237651066811711659,161.1887813,63.26225996,18.57227,17.06495,16.34016,15.97948,15.69254,GALAXY
1237651066811777041,161.2732155,63.31058704,18.48236,17.398,17.02022,16.88488,16.82892,STAR
